overall_rank,position_rank,player_name,position,current_team,player_type,fantasy_points_ppr,ppg,composite_score,consistency_score,injury_risk_score,team_context_score,avg_games_per_season,depth_chart_rank
600.0,247.0,J.Baker,WR,NE,rookie,2.2,0.55,0.2555995480640039,0.3333333333333333,0.5,0.505,5.0,170.5
601.0,147.0,K.Hill,RB,GB,2nd_year,0.7000000000000001,0.7000000000000001,0.25503700159411447,0.6182312982925952,0.9411764705882353,0.8049999999999999,1.0,
602.0,148.0,T.Davis-Price,RB,GB,2nd_year,2.1,2.1,0.25379015470941013,0.5835281416448764,0.9411764705882353,0.715,1.0,130.5
603.0,91.0,M.White,QB,BUF,veteran,2.06,0.3433333333333333,0.2515845085411799,0.4198760567019821,0.7338717909642927,0.82,4.666666666666667,50.5
604.0,92.0,N.Mullens,QB,JAX,veteran,1.32,0.33,0.2482231432162872,0.4911302336924758,0.7492888366586169,0.6799999999999999,4.333333333333333,30.5
605.0,118.0,J.Mitchell,TE,CAR,2nd_year,4.800000000000001,2.4000000000000004,0.24447556804490422,0.594722384456893,0.8823529411764706,0.39999999999999997,2.0,70.5
606.0,248.0,M.Boykin,WR,CHI,veteran,4.7,1.175,0.23751598426584958,0.35982644433820254,0.764705882352941,0.54,4.0,110.5
607.0,119.0,T.Davis,TE,NE,veteran,6.6,1.3199999999999998,0.22548876940277746,0.3177176695946785,0.7440289661205397,0.505,4.5,110.0
608.0,249.0,T.Scott,WR,CHI,2nd_year,1.5,1.5,0.2197893855429191,0.5567363148313448,0.9411764705882353,0.54,1.0,130.5
609.0,93.0,J.Johnson,QB,WAS,veteran,0.78,0.195,0.21655818934693177,0.4307468127930634,0.764705882352941,0.575,4.0,50.5
610.0,250.0,R.McMath,WR,TEN,2nd_year,6.4,1.6,0.20905760401443607,0.12871553234683947,0.764705882352941,0.6649999999999999,4.0,
611.0,120.0,D.Dafney,TE,CAR,veteran,5.4,1.35,0.2022833190151685,0.31570296119613883,0.764705882352941,0.39999999999999997,4.0,110.5
